Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID,Claim Settlement Days,Claim Settlement Buckets
CLM35148475,45096,30678,Approved,Picture turn various thing.,,POL61660074,0,Not Settled
CLM84544710,44281,45920,Approved,Significant anyone structure technology.,,POL77005390,0,Not Settled
CLM93304103,44982,85149,Approved,Themselves three lose.,,POL41189495,0,Not Settled
CLM00147986,43856,12552,Approved,Development safe student husband station up late.,43930,POL75124979,74,<90 Days
CLM71291229,44112,94592,Denied,Spring challenge add build pattern buy.,,POL88877150,0,Not Settled
CLM22495787,44674,83823,Denied,Threat wish rock however save boy personal improve.,44731,POL71765111,57,<60 Days
CLM67735551,44780,28971,Approved,Of very administration environment significant particularly tell.,44793,POL40612562,13,<30 Days
CLM18826806,45493,72340,Approved,Boy year member sit eat wall new.,45557,POL07470252,64,<90 Days
CLM51325226,44797,80722,Pending,Instead behavior test more never address some skill.,44848,POL47175698,51,<60 Days
CLM91098946,44001,98580,Denied,Administration concern service see computer loss.,44072,POL65664761,71,<90 Days
CLM53419525,43988,33236,Pending,Walk human best consumer.,44046,POL58933149,58,<60 Days
CLM45388696,45546,52427,Approved,Time heavy common guy.,45588,POL26378825,42,<60 Days
CLM38622531,44091,30775,Denied,Often man hold hear final field speech.,44135,POL70483793,44,<60 Days
CLM20964572,44329,25642,Pending,From return these yard side American.,,POL10073827,0,Not Settled
CLM35652749,44055,67961,Approved,Human yeah exactly program player why authority too.,44113,POL13762609,58,<60 Days
CLM99801571,44681,75873,Pending,Allow if particularly environment agreement glass.,44725,POL80727318,44,<60 Days
CLM26043668,44916,26498,Pending,Wonder trouble fall you value support.,44957,POL50504166,41,<60 Days
CLM20060338,44052,29467,Pending,Ever final form sound cover word executive.,44139,POL36194892,87,<90 Days
CLM42557092,45295,73064,Approved,Just drive choose finally million worker win.,,POL73709176,0,Not Settled
CLM91930438,44885,24437,Approved,Take there worry American ball must.,44966,POL98954758,81,<90 Days
CLM50370595,44161,56164,Approved,Recently new rule this speak movie.,44251,POL68176363,90,<90 Days
CLM25587417,44360,34224,Pending,Door safe pick daughter institution another health.,44417,POL35621374,57,<60 Days
CLM97769293,44630,45928,Denied,Later center add attack property time rule.,,POL02696657,0,Not Settled
CLM11051677,44154,63554,Denied,Front president treatment store discuss case wind bad.,44168,POL17886964,14,<30 Days
CLM61263674,44907,58962,Pending,In develop whom soon.,,POL75540698,0,Not Settled
CLM69372563,44899,80172,Pending,Class notice seek modern garden sing.,44988,POL63051562,89,<90 Days
CLM11604587,45140,9518,Pending,Themselves others some key human.,,POL74649715,0,Not Settled
CLM13177268,45288,77592,Pending,Little official help type space.,45360,POL08022082,72,<90 Days
CLM34596775,44417,5244,Pending,White almost window whose surface list can fact.,,POL01387095,0,Not Settled
CLM67526235,43846,17156,Pending,Wind study method hear much military.,,POL99341236,0,Not Settled
CLM79623367,44667,65740,Pending,Open food official true large only.,44677,POL62029185,10,<30 Days
CLM74684620,45214,34728,Denied,Pm training three early general walk.,45286,POL25740876,72,<90 Days
CLM91869312,43826,84957,Pending,Fill common particularly.,,POL87981316,0,Not Settled
CLM77359425,44418,35611,Approved,We staff fact provide.,44433,POL18867984,15,<30 Days
CLM70531028,45526,16639,Pending,Purpose use watch.,45594,POL23599244,68,<90 Days
CLM87618369,43942,73828,Approved,Cut factor benefit beautiful miss.,43975,POL30839784,33,<60 Days
CLM42164971,43959,26674,Pending,Medical front eat just.,43971,POL28148630,12,<30 Days
CLM36638420,44644,25904,Approved,We child deep behind street.,44712,POL20742697,68,<90 Days
CLM09639175,45065,58554,Denied,Little to happy ahead.,45075,POL92557558,10,<30 Days
CLM00437116,43956,60193,Approved,Also leg market let PM.,,POL22068904,0,Not Settled
CLM47819051,44721,97668,Pending,Right east me general particular baby.,44749,POL70014788,28,<30 Days
CLM72877748,44544,28388,Pending,Assume yes describe by strategy discover.,44600,POL57527902,56,<60 Days
CLM54775763,44744,52667,Pending,Ability history loss particular within.,44778,POL64793827,34,<60 Days
CLM15353442,44453,76907,Approved,Down practice business several design others just.,44534,POL65713464,81,<90 Days
CLM16958417,45008,69698,Approved,Establish father Republican no kid spring.,45083,POL40158884,75,<90 Days
CLM57129311,44311,29852,Approved,Blue require card conference.,44330,POL62033992,19,<30 Days
CLM73710168,44813,88797,Denied,Method off all buy feeling maybe friend.,,POL22068904,0,Not Settled
CLM25139842,45524,39053,Denied,Administration by name million.,45574,POL01386021,50,<60 Days
CLM14519120,45570,50022,Pending,Face society yes range reveal guess item movement.,45584,POL15402724,14,<30 Days
CLM86357629,43949,84357,Denied,So cause attention future shake strategy.,43976,POL76903743,27,<30 Days
CLM85091223,45106,48449,Approved,Dog drug red less from education.,45134,POL64331852,28,<30 Days
CLM34145573,45246,99095,Pending,Will mean morning.,45308,POL35373090,62,<90 Days
CLM81838205,44899,97161,Pending,Room culture beautiful star energy.,44950,POL14750217,51,<60 Days
CLM28859920,45259,85936,Approved,Medical research practice find opportunity figure western.,45324,POL91451194,65,<90 Days
CLM48309214,45214,71115,Pending,Time will vote involve shake door cut.,45226,POL77590064,12,<30 Days
CLM03189630,44618,91453,Approved,At paper include but project white lawyer.,44690,POL17436318,72,<90 Days
CLM91182667,44093,77065,Approved,Without teach rock instead.,44154,POL69697487,61,<90 Days
CLM99658539,44820,7917,Pending,Spring as who cold conference season.,44896,POL15525439,76,<90 Days
CLM99241440,44819,64556,Approved,Identify participant party.,,POL82132627,0,Not Settled
CLM82201239,45404,66735,Pending,Course natural knowledge college feel.,,POL78474617,0,Not Settled
CLM78314880,44653,8863,Denied,My again certainly whose top affect.,44669,POL24753734,16,<30 Days
CLM83453147,43856,28479,Denied,Player thought cut.,43871,POL17396373,15,<30 Days
CLM59123037,44223,92746,Approved,Ask two light should responsibility occur east.,44297,POL91389692,74,<90 Days
CLM61639761,44727,19585,Approved,Kid before television unit ahead write window Mrs.,44812,POL62548114,85,<90 Days
CLM36112739,45107,91219,Denied,Type change allow site.,45128,POL81437740,21,<30 Days
CLM66618541,45044,99648,Pending,Pay analysis cause if far.,,POL42258270,0,Not Settled
CLM38467350,45639,47985,Denied,Goal seem we skin result in.,,POL30994827,0,Not Settled
CLM49858520,43941,66211,Denied,Audience history tend various.,,POL76734987,0,Not Settled
CLM31138173,44288,75620,Denied,Stage practice piece return term sing modern.,44375,POL60345020,87,<90 Days
CLM96860882,44691,18120,Approved,Task bring lose traditional cold.,44721,POL92557558,30,<30 Days
CLM84098530,44968,59636,Pending,Agreement concern may.,45012,POL83104314,44,<60 Days
CLM91613020,44112,82267,Pending,Rule let movement teach public stay side.,44170,POL13297022,58,<60 Days
CLM47320824,45385,38738,Approved,Understand another girl type name protect.,45431,POL98638552,46,<60 Days
CLM38661973,44571,42493,Approved,Five yourself young security father rate talk.,44587,POL44871604,16,<30 Days
CLM05238106,45214,88206,Pending,Let where green party.,45300,POL38243316,86,<90 Days
CLM51214265,44129,22542,Pending,Security type development of rich change.,44197,POL04897483,68,<90 Days
CLM78543953,45429,18190,Denied,Away effort administration remain check management its remember.,45457,POL52820408,28,<30 Days
CLM57995274,45338,62609,Pending,Conference shoulder really enough.,45374,POL73147278,36,<60 Days
CLM63003931,43897,12112,Approved,Them rock rather cover election become spring.,43907,POL67018268,10,<30 Days
CLM99892961,44082,47958,Pending,Available education such across with.,44165,POL23599244,83,<90 Days
CLM12885313,44859,42162,Pending,Would consider stock charge society network.,44925,POL46517848,66,<90 Days
CLM53636673,44328,76482,Approved,During might special quality source.,,POL96919228,0,Not Settled
CLM36853269,45027,86742,Pending,Its fine think the.,45103,POL03458249,76,<90 Days
CLM29966102,45593,76866,Denied,Either fear must eat cold.,45623,POL51196030,30,<30 Days
CLM85386150,44748,40435,Denied,Attorney pattern money through a open.,44776,POL69605130,28,<30 Days
CLM99914593,43955,45264,Pending,Agree least blood situation mean.,44006,POL46408344,51,<60 Days
CLM26057264,44032,18751,Approved,Speak first least what.,44094,POL08364354,62,<90 Days
CLM69350371,44637,79323,Pending,Break third Mrs suddenly control.,44674,POL20442417,37,<60 Days
CLM38272447,45566,43097,Denied,Land some point watch explain back very.,45613,POL24718635,47,<60 Days
CLM95603035,44730,41528,Pending,Less office add area foot avoid evidence.,44784,POL63085771,54,<60 Days
CLM36516474,44174,70406,Pending,Hard agent interview father service.,44191,POL27444083,17,<30 Days
CLM61012153,44243,95545,Approved,Red meeting whole finally treatment real son charge.,44268,POL50099594,25,<30 Days
CLM16504744,45632,37929,Pending,Material nearly cultural meeting discover six.,45668,POL63559916,36,<60 Days
CLM98549713,44671,35727,Approved,She look pull even.,44692,POL77110214,21,<30 Days
CLM83854195,44663,53260,Approved,They particular area bar.,44750,POL74615400,87,<90 Days
CLM36575220,43832,96792,Approved,Now manager six hour first leader budget.,,POL23308648,0,Not Settled
CLM24562321,43950,42039,Pending,Value child imagine enough sort.,43981,POL64494784,31,<60 Days
CLM58314532,45323,95164,Pending,Machine less north when.,45393,POL11554162,70,<90 Days
CLM18471535,45485,45199,Pending,Suffer attention key reduce.,45545,POL39644432,60,<60 Days
CLM06505778,45274,39568,Denied,Determine serve economic yard strong final three.,45342,POL59977317,68,<90 Days
CLM09842328,44750,40102,Pending,Each how discussion mission too time.,44785,POL80050705,35,<60 Days
CLM91699714,44540,5734,Approved,Walk citizen know the require nation.,44563,POL84725350,23,<30 Days
CLM05152991,45271,31224,Approved,Low deep front reflect.,45336,POL84330752,65,<90 Days
CLM00341945,45396,45009,Pending,For very name section appear.,45436,POL61616519,40,<60 Days
CLM99178574,44459,25575,Approved,Everybody control service war responsibility next off ahead.,44472,POL88479195,13,<30 Days
CLM43335496,45273,49081,Approved,Account close should shoulder PM.,,POL77625425,0,Not Settled
CLM12191055,44095,31967,Approved,Special get outside become else particular.,44148,POL97001754,53,<60 Days
CLM65976465,44829,30009,Pending,Line community not me image.,44907,POL66446830,78,<90 Days
CLM95597802,45098,12473,Approved,Should expect institution someone.,45125,POL95333136,27,<30 Days
CLM26421154,45001,17370,Pending,Medical do cup say thousand support institution past.,45024,POL84180502,23,<30 Days
CLM33400292,44145,60996,Approved,Discussion attention rock important.,44221,POL54740546,76,<90 Days
CLM54299034,44624,16720,Approved,Everything space state movement only.,44642,POL81937503,18,<30 Days
CLM15495572,44671,8216,Approved,Happen evening nothing certain.,44717,POL48662696,46,<60 Days
CLM71682098,44438,24296,Pending,Increase miss send physical consider standard.,44523,POL95397773,85,<90 Days
CLM10552418,44678,57433,Approved,Determine whether class why.,44756,POL21548187,78,<90 Days
CLM68221163,44167,64905,Denied,Various soon peace exist figure.,,POL92817192,0,Not Settled
CLM07452634,45281,77500,Denied,Lawyer animal face onto.,,POL88521632,0,Not Settled
CLM05901795,44731,30556,Pending,Officer mean peace computer series rock.,44814,POL75428993,83,<90 Days
CLM03529441,45449,38756,Pending,Party crime no offer born.,45533,POL81185546,84,<90 Days
CLM73355956,44470,48971,Denied,Evidence hard protect act herself.,44553,POL09746785,83,<90 Days
CLM13237987,43966,68648,Pending,Actually rock different.,,POL84758742,0,Not Settled
CLM61165032,43918,94851,Approved,Evening financial hair new paper certain late.,43991,POL17904439,73,<90 Days
CLM75659023,44425,23055,Approved,Action business group when meet up remember city.,,POL28953016,0,Not Settled
CLM03948571,44134,38252,Approved,Place check explain.,44196,POL34826521,62,<90 Days
CLM44418503,44366,88064,Approved,Sign enter late sea day challenge.,,POL53014679,0,Not Settled
CLM22869102,44381,23922,Denied,Individual north I try she.,,POL81385184,0,Not Settled
CLM45608020,44196,91503,Approved,Score mean claim serious name assume she rate.,44260,POL60362943,64,<90 Days
CLM49973463,44922,59907,Pending,Test result computer.,44986,POL93562061,64,<90 Days
CLM60628579,45353,4110,Approved,Hot student technology company whole would.,45436,POL91712276,83,<90 Days
CLM56069995,44961,3256,Pending,Significant large page tax note smile meeting.,,POL63646806,0,Not Settled
CLM58162773,44383,89823,Pending,Among performance require consider.,,POL43678761,0,Not Settled
CLM83217599,45590,17070,Approved,Hundred such miss somebody work dark likely use.,45634,POL97112066,44,<60 Days
CLM06246735,45550,41496,Denied,Line purpose other economy to whole least product.,,POL56933693,0,Not Settled
CLM90820858,45274,30263,Pending,North respond director response foreign at determine.,,POL71885722,0,Not Settled
CLM22670101,44938,91207,Approved,Lawyer ever drive foreign.,45022,POL40922873,84,<90 Days
CLM77785537,43867,59795,Pending,Hour three data parent me unit city spring.,43945,POL75780288,78,<90 Days
CLM81661458,44214,2708,Pending,Carry sound station property model activity very.,44271,POL45105855,57,<60 Days
CLM18600831,44955,7070,Pending,Issue avoid begin responsibility three.,44994,POL75780288,39,<60 Days
CLM56006472,44100,79256,Approved,After society center ground however.,44190,POL20405348,90,<90 Days
CLM59318696,45578,75375,Denied,Keep source air heart activity turn.,45654,POL36273981,76,<90 Days
CLM74609569,45082,51499,Pending,Later guess deep build technology west.,45164,POL91301577,82,<90 Days
CLM07177490,45192,37139,Denied,Million perform college low whatever realize edge.,45212,POL59246614,20,<30 Days
CLM65688154,44757,4518,Pending,Himself debate consider avoid work gun what.,44821,POL89182008,64,<90 Days
CLM15442950,44812,21369,Pending,Time above very measure black one require.,44872,POL62589013,60,<60 Days
CLM16167487,44475,96074,Pending,Fast husband company hear according the.,44518,POL77763107,43,<60 Days
CLM72539411,44103,73052,Denied,Where now again.,44138,POL83165381,35,<60 Days
CLM64734588,44530,29237,Approved,Strong less safe fight.,44596,POL30038118,66,<90 Days
CLM72918355,45305,70275,Pending,Become bad month interest continue.,,POL18028969,0,Not Settled
CLM53349924,44074,57891,Approved,Similar clear include staff book impact.,44107,POL63634442,33,<60 Days
