Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY31497680,44644,912.83,Cash,Successful,POL76748109
PAY00076889,44658,746.44,Credit Card,Failed,POL53814466
PAY86000512,45324,1082.85,Credit Card,Failed,POL89182008
PAY52355300,44573,970.52,Cash,Successful,POL99307499
PAY94617035,45320,778.45,Bank Transfer,Failed,POL53248656
PAY17597581,45344,949.24,Credit Card,Successful,POL39334378
PAY45873799,44882,168.77,Bank Transfer,Failed,POL61900129
PAY96201212,44561,65.44,Cash,Successful,POL90628400
PAY59794666,45043,593.55,Bank Transfer,Failed,POL50918861
PAY94287881,45476,82.34,Bank Transfer,Failed,POL23926652
PAY90889774,45442,920.76,Cash,Failed,POL21533048
PAY26302494,45073,316.09,Credit Card,Failed,POL67383698
PAY83543846,45109,778.88,Credit Card,Successful,POL28314464
PAY60956057,44749,998.33,Cash,Failed,POL87412754
PAY16621689,45504,1236.38,Cash,Failed,POL62168693
PAY69849105,44890,1198.59,Cash,Failed,POL09476689
PAY63092626,45522,1471.08,Cash,Successful,POL83559583
PAY73953960,45577,296.43,Cash,Successful,POL62185518
PAY95582369,45348,1358.56,Bank Transfer,Failed,POL74615400
PAY48682166,45645,439.55,Cash,Successful,POL88842514
PAY92651921,45272,1157.16,Bank Transfer,Failed,POL00517693
PAY03846471,44624,309.76,Bank Transfer,Successful,POL72310248
PAY54779764,44640,353.12,Cash,Failed,POL00505335
PAY91445295,45527,1476.25,Credit Card,Failed,POL13071740
PAY56745538,44623,194.73,Cash,Successful,POL46517848
PAY56951230,45355,1269.77,Cash,Successful,POL69274209
PAY73181791,45602,373.09,Cash,Failed,POL00447395
PAY50453457,45180,1139.85,Cash,Successful,POL97188917
PAY34085909,45566,1447.6,Cash,Failed,POL70755338
PAY40721101,44895,1489.32,Cash,Failed,POL85856716
PAY99313324,44794,1125.87,Credit Card,Successful,POL19547939
PAY57774886,45624,1235.53,Bank Transfer,Failed,POL98182454
PAY30431382,44718,755.94,Bank Transfer,Failed,POL48302488
PAY16266578,44758,1327.65,Bank Transfer,Successful,POL40501212
PAY23124864,45448,728.13,Cash,Successful,POL91116374
PAY66499410,44849,215.36,Bank Transfer,Failed,POL64342111
PAY33503022,45594,1021.48,Cash,Successful,POL26967918
PAY93089328,44808,424.09,Cash,Successful,POL03406980
PAY90075354,44894,858.29,Credit Card,Failed,POL34491800
PAY63495874,45588,771.58,Credit Card,Successful,POL13830672
PAY49706445,44887,750.73,Bank Transfer,Successful,POL65504828
PAY97556238,45049,534.84,Credit Card,Failed,POL19274658
PAY92506805,44901,437.2,Bank Transfer,Failed,POL05037648
PAY45853292,45360,1072.35,Bank Transfer,Successful,POL71221796
PAY57459808,45467,266.65,Cash,Successful,POL23499238
PAY90727555,44677,920.74,Cash,Failed,POL22105377
PAY48565072,44644,954.51,Credit Card,Failed,POL52778521
PAY04784786,45526,1068.92,Bank Transfer,Successful,POL50406144
PAY39853959,44915,685.98,Credit Card,Failed,POL65279232
PAY26790770,44766,1235.21,Cash,Failed,POL98798352
PAY63047216,45213,540.42,Cash,Failed,POL40292999
PAY10829819,45083,732.5,Bank Transfer,Failed,POL23193106
PAY88449198,44610,109.82,Cash,Failed,POL84892449
PAY94499286,45043,860.71,Cash,Successful,POL11496462
PAY28485414,45305,89.28,Cash,Failed,POL13370317
PAY85563397,44584,1328.91,Cash,Successful,POL37005180
PAY23371197,45363,796.27,Bank Transfer,Failed,POL04954474
PAY13908624,45549,984.91,Cash,Failed,POL28936757
PAY95019005,45021,527.9,Bank Transfer,Successful,POL04951844
PAY73661986,44701,138.08,Bank Transfer,Successful,POL11377387
PAY17411636,44718,684.69,Credit Card,Successful,POL14632307
PAY05002781,44727,542,Bank Transfer,Failed,POL90189213
PAY90928971,45354,831.56,Cash,Failed,POL39824076
PAY89838086,44864,808.5,Credit Card,Successful,POL93108727
PAY65818297,45108,108.75,Bank Transfer,Failed,POL38489977
PAY94124106,44830,297.95,Credit Card,Failed,POL83784659
PAY28148117,45151,361.04,Cash,Failed,POL84438611
PAY22438091,44905,1490.61,Cash,Failed,POL45601263
PAY11390891,44898,55.41,Bank Transfer,Failed,POL56889817
PAY74744053,45629,57.69,Cash,Failed,POL04376186
PAY14818640,45452,352.92,Cash,Failed,POL13345815
PAY88611935,45546,128.01,Credit Card,Successful,POL35985478
PAY14391151,45611,749.58,Bank Transfer,Successful,POL72310248
PAY62522144,45186,659.85,Bank Transfer,Failed,POL94561811
PAY29999753,44867,676.83,Cash,Successful,POL20394281
PAY80264911,44586,626.02,Credit Card,Failed,POL78506700
PAY33587922,44553,1022.18,Cash,Successful,POL84981148
PAY55677694,45413,568.46,Bank Transfer,Successful,POL02555675
PAY89244363,45299,1115.32,Bank Transfer,Failed,POL16232154
PAY37376085,45118,230.21,Cash,Successful,POL87324459
PAY49206125,45289,612.05,Cash,Failed,POL27592722
PAY33106616,44985,701.04,Credit Card,Failed,POL90691357
PAY84714878,45185,1129.13,Credit Card,Successful,POL75119597
PAY96507368,45153,1496.56,Credit Card,Failed,POL64740997
PAY63192059,45128,1312.02,Bank Transfer,Failed,POL98161265
PAY86970902,44891,86.35,Bank Transfer,Failed,POL63539662
PAY55415243,45385,773.25,Bank Transfer,Successful,POL40579539
PAY82548938,44951,1225.59,Bank Transfer,Failed,POL52695927
PAY91071531,45509,1080.19,Cash,Failed,POL17886964
PAY19670319,45181,1368.78,Credit Card,Successful,POL63430600
PAY06075622,45195,58.63,Bank Transfer,Failed,POL34904099
PAY73086917,45264,1214.44,Cash,Successful,POL48533616
PAY49613149,45031,1459.59,Cash,Failed,POL23259824
PAY37888930,44580,600.55,Cash,Failed,POL49366333
PAY38992846,45186,900.63,Cash,Failed,POL21488909
PAY87520640,45643,1250.2,Bank Transfer,Failed,POL15359694
PAY08944463,44606,878.53,Credit Card,Failed,POL62118534
PAY21032749,44627,293.05,Cash,Failed,POL14293644
PAY81217845,45417,1119.95,Cash,Successful,POL07053909
PAY02729934,44952,87.92,Cash,Failed,POL51666989
PAY03748491,45406,611.58,Bank Transfer,Successful,POL45081491
PAY17927140,45011,1015.78,Credit Card,Failed,POL86559672
PAY37130549,44578,1453.43,Cash,Failed,POL07805552
PAY44693429,44975,708.84,Cash,Failed,POL93415185
PAY47244344,44824,882.1,Credit Card,Successful,POL25372382
PAY63471217,44930,352.25,Credit Card,Failed,POL60529596
PAY68095019,45098,858,Credit Card,Successful,POL67385863
PAY48891504,45156,827.13,Bank Transfer,Successful,POL96497115
PAY96120294,44672,1410.75,Bank Transfer,Successful,POL80906414
PAY13652020,45283,686.7,Cash,Failed,POL12428570
PAY61527015,45057,501.16,Credit Card,Successful,POL36885821
PAY07148870,45432,545.3,Bank Transfer,Failed,POL19746644
PAY63928991,45312,578.13,Credit Card,Successful,POL61913458
PAY81664797,45535,1332.67,Bank Transfer,Failed,POL12056494
PAY77922650,45190,280.45,Bank Transfer,Failed,POL69578293
PAY85563299,45518,178.61,Bank Transfer,Failed,POL08890801
PAY04789630,45559,719.16,Bank Transfer,Failed,POL10637039
PAY33568956,45265,1225.03,Bank Transfer,Failed,POL43650068
PAY51239138,45243,917.98,Bank Transfer,Failed,POL22866808
PAY89408387,44664,1184.06,Cash,Failed,POL61565872
PAY68232929,44804,789.84,Bank Transfer,Successful,POL90177568
PAY97872317,45182,234.34,Cash,Successful,POL26967918
PAY43148402,44641,1421.26,Bank Transfer,Successful,POL50504166
PAY15602090,44880,1093.32,Credit Card,Failed,POL67510645
PAY02779303,45308,78.12,Bank Transfer,Successful,POL53051476
PAY10779988,45605,648.87,Bank Transfer,Successful,POL08274005
PAY35259728,44829,258.99,Bank Transfer,Successful,POL23271527
PAY09398318,44968,426.31,Bank Transfer,Successful,POL64700295
PAY21113416,45307,800.16,Cash,Failed,POL26146635
PAY47075790,44743,249.9,Bank Transfer,Successful,POL97850012
PAY97998482,44629,770.69,Bank Transfer,Failed,POL87414724
PAY76364257,44927,1103.57,Bank Transfer,Failed,POL71490424
PAY39643054,45578,1232.96,Credit Card,Failed,POL55063562
PAY09937306,44674,1197.46,Credit Card,Failed,POL88760778
PAY40415085,44987,508.24,Bank Transfer,Failed,POL09045141
PAY01016053,45149,1376.25,Cash,Successful,POL86778558
PAY83533430,45076,256.68,Cash,Failed,POL20367982
PAY04994986,45126,533.47,Bank Transfer,Successful,POL31363009
PAY47018362,45343,922,Credit Card,Failed,POL28953016
PAY17265328,45402,466.35,Cash,Failed,POL99143995
PAY76879214,44853,108.35,Credit Card,Successful,POL21669430
PAY46308574,45358,453.22,Bank Transfer,Successful,POL05159511
PAY28694270,44750,1002.06,Bank Transfer,Successful,POL17278693
PAY07463059,44786,820.26,Cash,Failed,POL45603213
PAY31945907,45123,620.69,Credit Card,Successful,POL55324239
PAY66108009,44820,455.58,Credit Card,Failed,POL82098917
PAY58387033,45638,821.42,Bank Transfer,Successful,POL79052116
PAY91640126,45475,408.64,Credit Card,Failed,POL04951844
PAY34864203,44668,255.39,Cash,Successful,POL19986234
PAY42761368,45167,1436.55,Credit Card,Successful,POL27805496
PAY72664139,44941,1358.29,Bank Transfer,Failed,POL33527199
PAY51550457,45418,1430.07,Cash,Failed,POL58855449
PAY37754047,45096,1269.33,Credit Card,Failed,POL40696395
PAY88943765,45227,256.55,Bank Transfer,Failed,POL89907664
PAY87576587,45118,1152.49,Bank Transfer,Successful,POL29336617
PAY74168418,44968,352.9,Credit Card,Failed,POL40101568
PAY39063724,44998,1185.87,Credit Card,Successful,POL73942223
PAY30912273,45291,872.15,Bank Transfer,Successful,POL46163995
PAY42851347,44713,359.67,Cash,Successful,POL43365109
PAY81481101,45577,828.8,Credit Card,Successful,POL46427278
PAY29674984,45453,1059.72,Credit Card,Successful,POL54750482
PAY43289147,45034,1429.54,Cash,Successful,POL33112269
PAY88303665,45361,194.92,Cash,Failed,POL03845436
PAY26215239,45428,606.79,Credit Card,Successful,POL61605343
PAY70883976,45609,1160.66,Credit Card,Successful,POL90601372
PAY42259207,45199,1355.78,Cash,Successful,POL75778354
PAY21277372,44685,1202.97,Credit Card,Successful,POL03406980
PAY97710750,44820,765.94,Credit Card,Successful,POL15357129
PAY72253812,45639,89.65,Cash,Successful,POL00342489
PAY06348941,45292,1477.98,Cash,Failed,POL19058769
PAY69972313,45587,213.16,Credit Card,Successful,POL82791377
PAY35900102,44750,458.97,Cash,Failed,POL28045007
PAY67829380,45240,1473.63,Cash,Failed,POL61337531
PAY87699062,45520,1443.51,Cash,Failed,POL77977275
PAY75453859,45611,1263.11,Cash,Failed,POL70229811
PAY09331025,45267,983.78,Cash,Successful,POL95244165
PAY93550388,44673,593.62,Cash,Successful,POL93996885
PAY84374104,44627,1382.77,Cash,Failed,POL18186401
PAY40197928,44740,1092.81,Cash,Successful,POL31178570
PAY97154481,44983,726.55,Credit Card,Failed,POL77615457
PAY14723801,44659,220.12,Credit Card,Failed,POL29474046
PAY66120244,45575,264.53,Cash,Successful,POL18325532
PAY86873188,44872,289.27,Cash,Successful,POL33064834
PAY18079533,44673,987.15,Bank Transfer,Failed,POL87220514
PAY30252873,45057,1208.68,Cash,Failed,POL83519950
PAY69617707,45459,1159.62,Cash,Failed,POL76701939
PAY21919981,45299,445.39,Bank Transfer,Failed,POL09030327
PAY41702240,45581,818.47,Bank Transfer,Successful,POL96221318
PAY83273374,45188,1354.49,Bank Transfer,Failed,POL63456798
PAY33723833,45540,133.45,Credit Card,Failed,POL27460532
PAY05499965,45458,888.91,Bank Transfer,Successful,POL91781501
PAY95343494,44753,1161.88,Credit Card,Successful,POL22068904
PAY20118330,44827,1481.79,Bank Transfer,Failed,POL77743586
PAY78251866,44905,1192.11,Bank Transfer,Failed,POL77573599
PAY92120910,44969,152.95,Credit Card,Successful,POL17800247
PAY91070061,45430,1147.55,Bank Transfer,Failed,POL66670427
PAY78912237,45269,292.27,Bank Transfer,Failed,POL36469659
PAY47379908,45177,1219.77,Cash,Successful,POL39100560
PAY69112902,44639,1476.91,Cash,Failed,POL38116452
PAY94410721,45392,264.77,Cash,Successful,POL28677105
PAY09339093,44724,542.11,Bank Transfer,Failed,POL93758442
PAY44426267,45143,762.54,Credit Card,Failed,POL95251783
PAY49234795,45369,331.97,Credit Card,Successful,POL48926274
PAY23361908,45642,508.55,Bank Transfer,Successful,POL64589705
PAY66756572,45344,162.9,Bank Transfer,Failed,POL71968618
PAY57869027,44747,591.4,Bank Transfer,Successful,POL13287986
PAY41359419,45622,56.63,Cash,Successful,POL44808829
PAY25984986,44731,605.68,Credit Card,Failed,POL92889380
PAY67853503,44814,224.43,Bank Transfer,Failed,POL15097723
PAY21724036,44604,273.95,Bank Transfer,Failed,POL35164229
PAY24690264,45211,465.61,Bank Transfer,Failed,POL09517154
PAY24901429,44829,1358.47,Bank Transfer,Successful,POL14316031
PAY50724499,45133,1361.38,Credit Card,Successful,POL82014099
PAY23050436,44628,79.26,Credit Card,Successful,POL27435543
PAY41634689,45417,1257.99,Credit Card,Successful,POL58923628
PAY61267980,45542,692.37,Credit Card,Failed,POL59886107
PAY47302819,45285,1487.04,Credit Card,Failed,POL84907131
PAY73488837,45479,799.96,Credit Card,Failed,POL89325440
PAY36830766,45345,1142.07,Cash,Failed,POL96603488
PAY52682010,45572,394.02,Bank Transfer,Failed,POL32938098
PAY55849525,45200,523.54,Bank Transfer,Failed,POL38948704
PAY32340697,44640,663.01,Bank Transfer,Failed,POL22483819
PAY57508935,44934,1201.32,Cash,Successful,POL72689625
PAY74190388,44664,543.68,Cash,Successful,POL51057338
PAY08756022,45540,814.51,Cash,Failed,POL45490530
PAY20174220,45030,1265,Cash,Successful,POL77439955
PAY53541926,45480,1045.8,Cash,Successful,POL46517848
PAY05122150,44556,1352.49,Credit Card,Failed,POL85421445
PAY37844980,44855,704.42,Cash,Successful,POL45269265
PAY58056078,45484,1013.67,Cash,Failed,POL82703619
PAY53161156,45364,1355.83,Credit Card,Successful,POL14385172
PAY10673102,44759,763.67,Bank Transfer,Successful,POL39137077
PAY71134358,44959,422.19,Cash,Successful,POL87600552
PAY46202375,45356,1171.94,Bank Transfer,Successful,POL53955100
PAY68537389,45061,944.15,Bank Transfer,Successful,POL16070403
PAY71217584,45311,335.46,Credit Card,Successful,POL65805829
PAY59317967,44779,975.48,Bank Transfer,Successful,POL28486225
PAY14572127,45542,1215.95,Cash,Successful,POL67720280
PAY29216776,44739,1310.67,Credit Card,Failed,POL31948487
PAY29219361,44961,583.7,Credit Card,Successful,POL22934928
PAY17010616,44752,978.12,Cash,Failed,POL56612277
PAY51008038,45612,429.21,Credit Card,Successful,POL14002864
PAY53746100,45196,1007.71,Cash,Failed,POL93482560
PAY78119880,44709,1135.2,Cash,Failed,POL83835374
PAY08664865,45237,1462.36,Credit Card,Failed,POL28363275
PAY55677100,44842,447.86,Credit Card,Failed,POL26961940
PAY09608972,44881,299.73,Cash,Failed,POL32822609
PAY58321127,44882,600.18,Bank Transfer,Failed,POL93527045
PAY04835275,45106,306.6,Cash,Successful,POL76701939
PAY61838546,44985,878.18,Credit Card,Successful,POL91221786
PAY20153847,44677,967.37,Credit Card,Successful,POL53985837
PAY72576778,44873,263.06,Cash,Successful,POL15259304
PAY31738309,45612,1067.92,Bank Transfer,Failed,POL04361929
PAY71974015,44652,383.06,Cash,Failed,POL04286300
PAY29138808,45221,534.26,Cash,Successful,POL87949298
PAY59831232,44975,1114.31,Bank Transfer,Failed,POL71852289
PAY55161873,44825,709.46,Credit Card,Successful,POL24716865
PAY18390594,45164,1212.05,Bank Transfer,Failed,POL48606584
PAY25425286,45191,1431.76,Credit Card,Failed,POL50406144
PAY31030225,45138,953.12,Bank Transfer,Failed,POL96087184
PAY68302696,45501,1353.68,Cash,Failed,POL68796597
PAY27324866,45028,1450.96,Cash,Failed,POL12885536
PAY95705822,45546,1479.09,Bank Transfer,Successful,POL81358654
PAY75975638,44616,592.03,Credit Card,Successful,POL45081491
PAY26252874,44797,476.49,Cash,Successful,POL64283889
PAY21127522,45441,1200.55,Credit Card,Failed,POL83258516
PAY82857977,44968,997.73,Cash,Failed,POL89253663
PAY75094488,45030,1002.28,Bank Transfer,Failed,POL51366884
PAY63584224,45407,1069.68,Bank Transfer,Failed,POL29993228
PAY91855951,45351,1440,Cash,Successful,POL12021840
PAY00809308,44662,799.98,Cash,Successful,POL39487176
PAY00499781,45305,1493.55,Credit Card,Failed,POL20307557
PAY09189874,44958,1377.03,Cash,Failed,POL44752961
PAY20060098,44730,1269.33,Credit Card,Successful,POL13762609
PAY30950112,45646,484.67,Bank Transfer,Failed,POL62266023
PAY81229422,44803,1413.53,Credit Card,Successful,POL09122433
PAY00765660,44698,689.69,Bank Transfer,Successful,POL77404434
PAY49071825,45477,354.75,Credit Card,Successful,POL17982019
PAY50199170,45230,363.71,Credit Card,Successful,POL69225417
PAY74000840,45119,1324.28,Credit Card,Successful,POL28137827
PAY42277362,45216,1339.1,Bank Transfer,Failed,POL23237918
PAY96253493,45619,499.1,Bank Transfer,Successful,POL75089142
PAY00969680,44966,712.33,Credit Card,Failed,POL52344309
PAY17276519,44744,989.51,Cash,Failed,POL41959725
PAY10484712,44959,868.84,Credit Card,Failed,POL25617891
PAY34464815,44559,1054.99,Bank Transfer,Failed,POL63559916
PAY33439423,44605,151.86,Credit Card,Failed,POL88392723
PAY10892599,45197,379.75,Credit Card,Successful,POL18911060
PAY79269157,45471,896.69,Cash,Successful,POL80956972
PAY18098789,44632,904.69,Bank Transfer,Successful,POL12763634
PAY94695222,44811,1136.2,Bank Transfer,Successful,POL98604785
PAY33243504,44740,1286.57,Cash,Failed,POL61904449
PAY27114722,45023,853.92,Bank Transfer,Successful,POL05586650
PAY07138249,44608,97.25,Bank Transfer,Failed,POL63841611
PAY31471270,45255,1498.92,Credit Card,Failed,POL00638794
PAY43132322,44854,1401.86,Credit Card,Failed,POL50223733
PAY20657253,44690,1354.34,Bank Transfer,Failed,POL41060251
PAY07082103,45138,1082.8,Bank Transfer,Successful,POL00975705
PAY97893785,45329,693.01,Bank Transfer,Failed,POL80364635
PAY73488109,44725,308.02,Bank Transfer,Failed,POL26384700
PAY30159433,45133,1101.38,Bank Transfer,Successful,POL82093909
PAY79518205,44620,841.13,Bank Transfer,Successful,POL25403992
PAY71985665,45459,1368.07,Bank Transfer,Successful,POL04837231
PAY93801391,45012,1209.19,Cash,Failed,POL68033681
PAY04921830,44686,1438.66,Bank Transfer,Successful,POL44219481
PAY77085043,44572,865.4,Bank Transfer,Successful,POL79841700
PAY47360230,45524,780.52,Bank Transfer,Successful,POL11981142
PAY42315751,45179,1293.08,Credit Card,Failed,POL73302546
PAY45549228,45301,161.33,Cash,Failed,POL90911648
PAY78310350,44807,383.81,Credit Card,Successful,POL01068804
PAY15451194,44916,335.92,Cash,Failed,POL33238422
PAY99520320,45463,1219.44,Cash,Failed,POL82553451
PAY68836746,45065,593.27,Cash,Failed,POL94321832
PAY71248031,44807,1226.74,Credit Card,Failed,POL58046238
PAY40009532,45275,1395.64,Bank Transfer,Failed,POL37962495
PAY48534464,45057,1154.61,Credit Card,Successful,POL73557141
PAY66503673,44648,1176.21,Credit Card,Successful,POL64805692
PAY99263148,44801,74.07,Credit Card,Successful,POL49905886
PAY56424508,45114,683.5,Credit Card,Failed,POL28573734
PAY77600456,45102,269.73,Credit Card,Successful,POL60601098
PAY57996384,45006,471.53,Credit Card,Failed,POL97721863
PAY51662441,45162,525.21,Credit Card,Failed,POL04791479
PAY73460473,45326,679.98,Credit Card,Successful,POL26049302
PAY23884424,45210,186.53,Credit Card,Successful,POL80161505
PAY17086714,44611,913.22,Credit Card,Failed,POL57302291
